"cell_chembl_id","cell_description","cell_id","cell_name","cell_source_organism","cell_source_tax_id","cell_source_tissue","cellosaurus_id","cl_lincs_id","clo_id","efo_id"
"CHEMBL3308730","EFO-21","1243","EFO-21","Homo sapiens","9606","","CVCL_0029","LCL-1515","CLO_0002892",""
"CHEMBL3308731","EGI-1","1244","EGI-1","Homo sapiens","9606","","CVCL_1193","LCL-1787","CLO_0002895",""
"CHEMBL3308384","ESS-1","1245","ESS-1","Homo sapiens","9606","","CVCL_1205","LCL-1507","CLO_0002954",""
"CHEMBL3308732","FTC-133","1246","FTC-133","Homo sapiens","9606","","CVCL_1219","LCL-1677","CLO_0003402",""
"CHEMBL3308733","G-402","1247","G-402","Homo sapiens","9606","","CVCL_1221","LCL-1751","CLO_0003435","EFO_0002180"
"CHEMBL3308734","GAMG","1248","GAMG","Homo sapiens","9606","","CVCL_1226","LCL-1351","CLO_0003450",""
"CHEMBL3308735","GP5d","1249","GP5d","Homo sapiens","9606","","CVCL_1235","LCL-1176","CLO_0003555",""
"CHEMBL3308736","H-EMC-SS","1250","H-EMC-SS","Homo sapiens","9606","","CVCL_1238","LCL-1458","CLO_0003701",""
"CHEMBL3308507","H4","1251","H4","Homo sapiens","9606","Neuroglioma cells","CVCL_1239","LCL-1401","CLO_0003599","EFO_0002184"
"CHEMBL3308737","HCC1143","1252","HCC1143","Homo sapiens","9606","","CVCL_1245","LCL-1329","CLO_0003630","EFO_0001169"
"CHEMBL3308738","HCC1419","1253","HCC1419","Homo sapiens","9606","","CVCL_1251","LCL-1314","CLO_0003636","EFO_0005372"
"CHEMBL3308497","HCC1569","1254","HCC1569","Homo sapiens","9606","","CVCL_1255","LCL-1480","CLO_0003640","EFO_0001173"
"CHEMBL3308578","HCC38","1255","HCC38","Homo sapiens","9606","","CVCL_1267","LCL-1334","CLO_0003655","EFO_0001180"
"CHEMBL3308739","HCC70","1256","HCC70","Homo sapiens","9606","","CVCL_1270","LCL-1335","CLO_0003658","EFO_0001181"
"CHEMBL3308740","HEC-1","1257","HEC-1","Homo sapiens","9606","","CVCL_1274","LCL-1496","",""
"CHEMBL3308741","HGC-27","1258","HGC-27","Homo sapiens","9606","","CVCL_1279","LCL-1882","CLO_0003739",""
"CHEMBL3308742","HN","1259","HN","Homo sapiens","9606","","CVCL_1283","LCL-1209","CLO_0003788",""
"CHEMBL3308743","HO-1-N-1","1260","HO-1-N-1","Homo sapiens","9606","","CVCL_1284","LCL-1204","",""
"CHEMBL3308744","HPAF-II","1261","HPAF-II","Homo sapiens","9606","","CVCL_0313","LCL-1736","CLO_0003816","EFO_0002198"
"CHEMBL3308745","HT-3","1262","HT-3","Homo sapiens","9606","","CVCL_1293","LCL-1304","CLO_0004286","EFO_0002204"
"CHEMBL3308746","HT55","1263","HT55","Homo sapiens","9606","","CVCL_1294","LCL-1163","CLO_0004287",""
"CHEMBL3308747","HTC-C3","1264","HTC-C3","Homo sapiens","9606","","CVCL_1295","LCL-1689","",""
"CHEMBL3308748","HuO9","1265","HuO9","Homo sapiens","9606","","CVCL_1298","LCL-1423","",""
"CHEMBL3308399","HuP-T3","1266","HuP-T3","Homo sapiens","9606","","CVCL_1299","LCL-1790","CLO_0004300",""
"CHEMBL3308749","IGR-1","1267","IGR-1","Homo sapiens","9606","","CVCL_1303","LCL-1247","CLO_0006669",""
"CHEMBL3308750","KOSC-2","1268","KOSC-2","Homo sapiens","9606","","CVCL_1337","","",""
"CHEMBL3308751","KP-4","1269","KP-4","Homo sapiens","9606","","CVCL_1338","LCL-1725","",""
"CHEMBL3308752","KYSE-140","1270","KYSE-140","Homo sapiens","9606","","CVCL_1347","LCL-1547","CLO_0007128",""
"CHEMBL3308389","KYSE-180","1271","KYSE-180","Homo sapiens","9606","","CVCL_1349","LCL-1549","CLO_0007130",""
"CHEMBL3308753","KYSE-270","1272","KYSE-270","Homo sapiens","9606","","CVCL_1350","LCL-1552","CLO_0007131",""
"CHEMBL3308754","KYSE-410","1273","KYSE-410","Homo sapiens","9606","","CVCL_1352","LCL-1554","CLO_0007133",""
"CHEMBL3308755","KYSE-450","1274","KYSE-450","Homo sapiens","9606","","CVCL_1353","LCL-1550","CLO_0007134",""
"CHEMBL3308756","LN-405","1275","LN-405","Homo sapiens","9606","","CVCL_1378","LCL-1395","CLO_0007364",""
"CHEMBL3308757","LU-99A","1276","LU-99A","Homo sapiens","9606","","CVCL_1393","","",""
"CHEMBL3308758","MC-IXC","1277","MC-IXC","Homo sapiens","9606","","CVCL_1398","LCL-1967","CLO_0007615","EFO_0002230"
"CHEMBL3308759","MDA-MB-157","1278","MDA-MB-157","Homo sapiens","9606","","CVCL_0618","LCL-1916","CLO_0007632","EFO_0001206"
"CHEMBL3308404","MDA-MB-175-VII","1279","MDA-MB-175-VII","Homo sapiens","9606","","CVCL_1400","LCL-1317","CLO_0007633","EFO_0001208"
"CHEMBL3308760","MDA-MB-415","1280","MDA-MB-415","Homo sapiens","9606","","CVCL_0621","LCL-1469","CLO_0007637","EFO_0001212"
"CHEMBL3308761","MEL-JUSO","1281","MEL-JUSO","Homo sapiens","9606","","CVCL_1403","LCL-1252","CLO_0007676",""
"CHEMBL3308455","MFE-280","1282","MFE-280","Homo sapiens","9606","","CVCL_1405","LCL-1500","CLO_0007692",""
"CHEMBL3308374","MFE-296","1283","MFE-296","Homo sapiens","9606","","CVCL_1406","LCL-1501","CLO_0007693",""
"CHEMBL3308762","MHH-ES-1","1284","MHH-ES-1","Homo sapiens","9606","","CVCL_1411","LCL-1454","CLO_0007718",""
"CHEMBL3308456","MOG-G-CCM","1286","MOG-G-CCM","Homo sapiens","9606","","CVCL_2613","LCL-1396","CLO_0007817",""
"CHEMBL3308379","NCCIT","1287","NCCIT","Homo sapiens","9606","","CVCL_1451","","CLO_0007955",""
"CHEMBL3308763","NCI-H1048","1288","NCI-H1048","Homo sapiens","9606","","CVCL_1453","LCL-1810","CLO_0007979","EFO_0002248"
"CHEMBL3308764","NCI-H1437","1289","NCI-H1437","Homo sapiens","9606","","CVCL_1472","LCL-1637","CLO_0007997","EFO_0002254"
"CHEMBL3308457","NCI-H1563","1290","NCI-H1563","Homo sapiens","9606","","CVCL_1475","LCL-1661","CLO_0008000","EFO_0002255"
"CHEMBL3308765","NCI-H1581","1291","NCI-H1581","Homo sapiens","9606","","CVCL_1479","LCL-1783","CLO_0008003","EFO_0002257"
"CHEMBL3308766","NCI-H1623","1292","NCI-H1623","Homo sapiens","9606","","CVCL_1481","LCL-1639","CLO_0008005","EFO_0002259"
"CHEMBL3308383","NCI-H1651","1293","NCI-H1651","Homo sapiens","9606","","CVCL_1484","LCL-1633","CLO_0008008","EFO_0002261"
"CHEMBL3308458","NCI-H1693","1294","NCI-H1693","Homo sapiens","9606","","CVCL_1488","LCL-1640","CLO_0008012",""
"CHEMBL3308503","NCI-H1703","1295","NCI-H1703","Homo sapiens","9606","","CVCL_1490","LCL-1582","CLO_0008014","EFO_0002264"
"CHEMBL3308767","NCI-H1734","1296","NCI-H1734","Homo sapiens","9606","","CVCL_1491","LCL-1641","CLO_0008015",""
"CHEMBL3308768","NCI-H1755","1297","NCI-H1755","Homo sapiens","9606","","CVCL_1492","LCL-1642","CLO_0008016",""
"CHEMBL3308579","NCI-H1793","1298","NCI-H1793","Homo sapiens","9606","","CVCL_1496","LCL-1645","CLO_0008020","EFO_0002267"
"CHEMBL3308459","NCI-H2009","1299","NCI-H2009","Homo sapiens","9606","","CVCL_1514","LCL-1647","CLO_0008038","EFO_0002273"
"CHEMBL3308769","NCI-H2030","1300","NCI-H2030","Homo sapiens","9606","","CVCL_1517","LCL-1648","CLO_0008041","EFO_0002274"
"CHEMBL3308770","NCI-H2087","1301","NCI-H2087","Homo sapiens","9606","","CVCL_1524","LCL-1650","CLO_0008048","EFO_0002277"
"CHEMBL3308771","NCI-H2122","1302","NCI-H2122","Homo sapiens","9606","","CVCL_1531","LCL-1651","CLO_0008055","EFO_0002279"
"CHEMBL3308460","NCI-H2170","1303","NCI-H2170","Homo sapiens","9606","","CVCL_1535","LCL-1590","CLO_0008059","EFO_0002281"
"CHEMBL3308772","NCI-H2196","1304","NCI-H2196","Homo sapiens","9606","","CVCL_1539","LCL-1816","CLO_0008063",""
"CHEMBL3308773","NCI-H2342","1305","NCI-H2342","Homo sapiens","9606","","CVCL_1549","LCL-1654","CLO_0008073",""
"CHEMBL3308774","NCI-H2405","1306","NCI-H2405","Homo sapiens","9606","","CVCL_1551","LCL-1655","CLO_0008075","EFO_0002288"
"CHEMBL3308775","NCI-H28","1307","NCI-H28","Homo sapiens","9606","","CVCL_1555","","CLO_0008079",""
"CHEMBL3308461","NCI-H650","1308","NCI-H650","Homo sapiens","9606","","CVCL_1575","LCL-1672","CLO_0008101","EFO_0002298"
"CHEMBL3308393","NCI-H727","1309","NCI-H727","Homo sapiens","9606","","CVCL_1584","LCL-1153","CLO_0008111",""
"CHEMBL3308483","NCI-H810","1310","NCI-H810","Homo sapiens","9606","","CVCL_1590","LCL-1670","CLO_0008117","EFO_0002305"
"CHEMBL3308479","OAW-28","1314","OAW-28","Homo sapiens","9606","","CVCL_1614","","CLO_0008228",""
"CHEMBL3308397","OAW-42","1315","OAW-42","Homo sapiens","9606","","CVCL_1615","","CLO_0008229",""
"CHEMBL3308462","OE19","1316","OE19","Homo sapiens","9606","","CVCL_1622","LCL-1796","CLO_0008238","EFO_0002308"
"CHEMBL3308776","OE33","1317","OE33","Homo sapiens","9606","","CVCL_0471","LCL-1797","CLO_0008240","EFO_0002310"
"CHEMBL3308777","PANC-08-13","1318","PANC-08-13","Homo sapiens","9606","","CVCL_1638","","CLO_0008379",""
"CHEMBL3308463","RERF-LC-MS","1320","RERF-LC-MS","Homo sapiens","9606","","CVCL_1655","LCL-1665","","EFO_0002852"
"CHEMBL3308778","RMG-I","1321","RMG-I","Homo sapiens","9606","","CVCL_1662","LCL-1805","",""
"CHEMBL3308779","RO82-W-1","1322","RO82-W-1","Homo sapiens","9606","","CVCL_0582","LCL-1680","CLO_0008860",""
"CHEMBL3308780","RPMI-2650","1323","RPMI-2650","Homo sapiens","9606","","CVCL_1664","","CLO_0008876",""
"CHEMBL3308464","S-117","1324","S-117","Homo sapiens","9606","","CVCL_1674","LCL-1777","CLO_0008911",""
"CHEMBL3308781","SAS","1325","SAS","Homo sapiens","9606","","CVCL_1675","LCL-1221","",""
"CHEMBL3308782","SCC-9","1326","SCC-9","Homo sapiens","9606","","CVCL_1685","LCL-1225","CLO_0008969",""
"CHEMBL3308783","SCH","1327","SCH","Homo sapiens","9606","","CVCL_1687","LCL-1148","","EFO_0002856"
"CHEMBL3308465","SCLC-21H","1328","SCLC-21H","Homo sapiens","9606","","CVCL_0024","LCL-1822","CLO_0008972",""
"CHEMBL3308364","SJRH30","1329","SJRH30","Homo sapiens","9606","","CVCL_0041","LCL-1408","CLO_0009030","EFO_0002329"
"CHEMBL3308784","SK-CO-1","1330","SK-CO-1","Homo sapiens","9606","","CVCL_0626","LCL-1184","CLO_0009035",""
"CHEMBL3308785","SK-N-AS","1331","SK-N-AS","Homo sapiens","9606","","CVCL_1700","LCL-1969","CLO_0009051","EFO_0002859"
"CHEMBL3308786","SKG-IIIa","1332","SKG-IIIa","Homo sapiens","9606","","CVCL_1704","LCL-1804","",""
"CHEMBL3308466","SNG-M","1333","SNG-M","Homo sapiens","9606","","CVCL_1707","LCL-1503","",""
"CHEMBL3308367","SNU-423","1334","SNU-423","Homo sapiens","9606","","CVCL_0366","LCL-1935","CLO_0009099","EFO_0002348"
"CHEMBL3308480","SNU-449","1335","SNU-449","Homo sapiens","9606","","CVCL_0454","LCL-1936","CLO_0009100","EFO_0002349"
"CHEMBL3308787","SNU-475","1336","SNU-475","Homo sapiens","9606","","CVCL_0497","LCL-1937","CLO_0009101","EFO_0002350"
"CHEMBL3308467","SW13","1337","SW13","Homo sapiens","9606","","CVCL_0542","LCL-1676","CLO_0009209",""
"CHEMBL3308788","SW1463","1338","SW1463","Homo sapiens","9606","","CVCL_1718","LCL-1291","CLO_0009212","EFO_0002362"
"CHEMBL3308369","SW1783","1339","SW1783","Homo sapiens","9606","","CVCL_1722","LCL-1399","CLO_0009191","EFO_0002364"
"CHEMBL3308789","SW1990","1340","SW1990","Homo sapiens","9606","","CVCL_1723","LCL-1750","CLO_0009194","EFO_0002365"
"CHEMBL3308790","SW756","1341","SW756","Homo sapiens","9606","","CVCL_1727","LCL-1544","CLO_0009223","EFO_0002370"
"CHEMBL3308468","SW780","1342","SW780","Homo sapiens","9606","","CVCL_1728","LCL-1718","CLO_0009199","EFO_0002371"
"CHEMBL3308791","TCO-1","1343","TCO-1","Homo sapiens","9606","","CVCL_3179","","",""
"CHEMBL3308792","TGW","1344","TGW","Homo sapiens","9606","","CVCL_1771","LCL-1962","",""
"CHEMBL3308793","U-118-MG","1345","U-118-MG","Homo sapiens","9606","","CVCL_0633","","CLO_0009451",""
"CHEMBL3308353","8505C","1346","8505C","Homo sapiens","9606","","CVCL_1054","LCL-1686","CLO_0001513",""
"CHEMBL3308470","BFTC-905","1347","BFTC-905","Homo sapiens","9606","","CVCL_1083","LCL-1710","CLO_0001948","EFO_0002115"
"CHEMBL3308794","CAL-148","1348","CAL-148","Homo sapiens","9606","","CVCL_1106","LCL-1464","CLO_0002181","EFO_0005357"
"CHEMBL3308795","CCF-STTG1","1349","CCF-STTG1","Homo sapiens","9606","","CVCL_1118","LCL-1394","CLO_0002329","EFO_0002127"
"CHEMBL3308796","COLO-792","1350","COLO-792","Homo sapiens","9606","","CVCL_1134","","CLO_0002560",""
"CHEMBL3308502","EFM-19","1351","EFM-19","Homo sapiens","9606","","CVCL_0253","LCL-1311","CLO_0002888","EFO_0002175"
"CHEMBL3308471","GCT","1352","GCT","Homo sapiens","9606","","CVCL_1229","LCL-1752","CLO_0003464","EFO_0002182"
"CHEMBL3308371","HCC1937","1353","HCC1937","Homo sapiens","9606","","CVCL_0290","LCL-1331","CLO_0003645","EFO_0001174"
"CHEMBL3308482","HSC-2","1354","HSC-2","Homo sapiens","9606","","CVCL_1287","LCL-1206","",""
"CHEMBL3308797","IPC-298","1355","IPC-298","Homo sapiens","9606","","CVCL_1307","LCL-1250","CLO_0006961",""
"CHEMBL3308472","LK-2","1356","LK-2","Homo sapiens","9606","","CVCL_1377","LCL-1587","","EFO_0003141"
"CHEMBL3308798","MEL-HO","1357","MEL-HO","Homo sapiens","9606","","CVCL_1402","LCL-1251","CLO_0007675",""
"CHEMBL3308799","NB69","1358","NB69","Homo sapiens","9606","","CVCL_1448","LCL-1999","",""
"CHEMBL3308800","NCI-H1650","1359","NCI-H1650","Homo sapiens","9606","","CVCL_1483","LCL-1612","CLO_0008007","EFO_0002260"
"CHEMBL3308473","NCI-H2029","1360","NCI-H2029","Homo sapiens","9606","","CVCL_1516","LCL-1814","CLO_0008040",""
"CHEMBL3308580","NCI-H2452","1361","NCI-H2452","Homo sapiens","9606","","CVCL_1553","LCL-1230","CLO_0008077",""
"CHEMBL3308801","NH-6","1362","NH-6","Homo sapiens","9606","","CVCL_1606","","",""
"CHEMBL3308802","PFSK-1","1363","PFSK-1","Homo sapiens","9606","","CVCL_1642","LCL-1407","CLO_0008425","EFO_0005234"
"CHEMBL3308803","SCC-4","1364","SCC-4","Homo sapiens","9606","","CVCL_1684","LCL-1224","CLO_0008968",""
"CHEMBL3308474","SK-N-DZ","1365","SK-N-DZ","Homo sapiens","9606","","CVCL_1701","LCL-1970","CLO_0009054","EFO_0002336"
"CHEMBL3308804","SW1710","1366","SW1710","Homo sapiens","9606","","CVCL_1721","LCL-1719","CLO_0009213",""
"CHEMBL3308805","TYK-nu","1367","TYK-nu","Homo sapiens","9606","","CVCL_1776","LCL-1700","",""
"CHEMBL3308475","UACC-812","1369","UACC-812","Homo sapiens","9606","","CVCL_1781","LCL-1319","CLO_0009467","EFO_0001258"
"CHEMBL3308807","UACC-893","1370","UACC-893","Homo sapiens","9606","","CVCL_1782","LCL-1320","CLO_0009468","EFO_0002385"
"CHEMBL3308343","UMC-11","1371","UMC-11","Homo sapiens","9606","","CVCL_1784","LCL-1154","CLO_0009483","EFO_0002386"
"CHEMBL3308476","VM-CUB-1","1372","VM-CUB-1","Homo sapiens","9606","","CVCL_1786","","CLO_0009545",""
"CHEMBL3308808","VMRC-LCP","1373","VMRC-LCP","Homo sapiens","9606","","CVCL_1788","LCL-1594","",""
"CHEMBL3308809","VMRC-MELG","1374","VMRC-MELG","Homo sapiens","9606","","CVCL_1789","LCL-1258","",""
"CHEMBL3308810","VMRC-RCZ","1375","VMRC-RCZ","Homo sapiens","9606","","CVCL_1791","LCL-1760","",""
"CHEMBL3308813","WM-115","1376","WM-115","Homo sapiens","9606","","CVCL_0040","LCL-1260","CLO_0009613","EFO_0002390"
"CHEMBL3308093","YKG-1","1377","YKG-1","Homo sapiens","9606","","CVCL_1796","LCL-1361","",""
"CHEMBL3308094","ZR-75-30","1378","ZR-75-30","Homo sapiens","9606","","CVCL_1661","LCL-1322","CLO_0009728","EFO_0001263"
"CHEMBL3308095","AU565","1379","AU565","Homo sapiens","9606","","CVCL_1074","LCL-1462","CLO_0001769","EFO_0001087"
"CHEMBL3308096","BHT-101","1380","BHT-101","Homo sapiens","9606","","CVCL_1085","LCL-1688","CLO_0001974","EFO_0002116"
"CHEMBL3308097","Ca-Ski","1381","Ca-Ski","Homo sapiens","9606","","CVCL_1100","","CLO_0002201",""
"CHEMBL3308098","CAL-27","1382","CAL-27","Homo sapiens","9606","","CVCL_1107","","CLO_0002182",""
"CHEMBL3308099","CAL-62","1383","CAL-62","Homo sapiens","9606","","CVCL_1112","LCL-1683","CLO_0002187","EFO_0002126"
"CHEMBL3308100","CaR-1","1384","CaR-1","Homo sapiens","9606","","CVCL_1116","LCL-1288","",""
"CHEMBL3308101","CHP-212","1385","CHP-212","Homo sapiens","9606","","CVCL_1125","LCL-1964","CLO_0002467","EFO_0002133"
"CHEMBL3308102","COLO-741","1386","COLO-741","Homo sapiens","9606","","CVCL_1133","","CLO_0002558",""
"CHEMBL3308814","DK-MG","1387","DK-MG","Homo sapiens","9606","","CVCL_1173","LCL-1350","CLO_0002782","EFO_0002161"
"CHEMBL3308103","EFE-184","1388","EFE-184","Homo sapiens","9606","","CVCL_1191","LCL-1494","CLO_0002887",""
"CHEMBL3308104","EPLC-272H","1389","EPLC-272H","Homo sapiens","9606","","CVCL_1197","LCL-1581","CLO_0002942",""
"CHEMBL3308105","GMS-10","1390","GMS-10","Homo sapiens","9606","","CVCL_1233","LCL-1352","CLO_0003547",""
"CHEMBL3308106","HCC1395","1391","HCC1395","Homo sapiens","9606","","CVCL_1249","LCL-1330","CLO_0003634","EFO_0002185"
"CHEMBL3308107","HCC1954","1392","HCC1954","Homo sapiens","9606","","CVCL_1259","LCL-1332","CLO_0003647","EFO_0001175"
"CHEMBL3308108","HLE","1393","HLE","Homo sapiens","9606","","CVCL_1281","LCL-1939","",""
"CHEMBL3308109","HSC-4","1394","HSC-4","Homo sapiens","9606","","CVCL_1289","LCL-1218","",""
"CHEMBL3308110","HuH-28","1395","HuH-28","Homo sapiens","9606","","CVCL_2955","","",""
"CHEMBL3308815","HuP-T4","1396","HuP-T4","Homo sapiens","9606","","CVCL_1300","LCL-1791","CLO_0004302","EFO_0002208"
"CHEMBL3308111","KU-19-19","1397","KU-19-19","Homo sapiens","9606","","CVCL_1344","LCL-1715","CLO_0007123",""
"CHEMBL3308112","LCLC-97TM1","1398","LCLC-97TM1","Homo sapiens","9606","","CVCL_1376","LCL-1782","CLO_0007283",""
"CHEMBL3308113","M059J","1399","M059J","Homo sapiens","9606","","CVCL_0400","LCL-1356","CLO_0007445",""
"CHEMBL3308114","ME-180","1400","ME-180","Homo sapiens","9606","","CVCL_1401","LCL-1305","CLO_0007657",""
"CHEMBL3308115","MFM-223","1401","MFM-223","Homo sapiens","9606","","CVCL_1408","LCL-1318","CLO_0007695",""
"CHEMBL3308116","MSTO-211H","1402","MSTO-211H","Homo sapiens","9606","","CVCL_1430","LCL-1776","CLO_0007880","EFO_0002839"
"CHEMBL3308117","NCI-H1573","1403","NCI-H1573","Homo sapiens","9606","","CVCL_1478","LCL-1638","CLO_0008002","EFO_0002256"
"CHEMBL3308118","NCI-H1666","1404","NCI-H1666","Homo sapiens","9606","","CVCL_1485","LCL-1673","CLO_0008009","EFO_0002262"
"CHEMBL3308816","NCI-H1792","1405","NCI-H1792","Homo sapiens","9606","","CVCL_1495","LCL-1644","CLO_0008019","EFO_0002266"
"CHEMBL3308119","NCI-H2052","1406","NCI-H2052","Homo sapiens","9606","","CVCL_1518","","CLO_0008042","EFO_0002275"
"CHEMBL3308120","NCI-H2228","1407","NCI-H2228","Homo sapiens","9606","","CVCL_1543","LCL-1652","CLO_0008067","EFO_0002284"
"CHEMBL3308121","NCI-H441","1408","NCI-H441","Homo sapiens","9606","","CVCL_1561","LCL-1911","CLO_0008087","EFO_0002292"
"CHEMBL3308122","NCI-H838","1409","NCI-H838","Homo sapiens","9606","","CVCL_1594","LCL-1623","CLO_0008121","EFO_0002307"
"CHEMBL3308123","NY","1410","NY","Homo sapiens","9606","","CVCL_1613","LCL-1429","",""
"CHEMBL3308124","PANC-03-27","1411","PANC-03-27","Homo sapiens","9606","","CVCL_1635","","CLO_0008376",""
"CHEMBL3308125","RCM-1","1412","RCM-1","Homo sapiens","9606","","CVCL_1648","LCL-1290","",""
"CHEMBL3308126","RVH-421","1413","RVH-421","Homo sapiens","9606","","CVCL_1672","LCL-1255","CLO_0008902",""
"CHEMBL3308127","SCCH-26","1414","SCCH-26","Homo sapiens","9606","","CVCL_1686","LCL-1968","",""
"CHEMBL3308128","SK-MEL-30","1415","SK-MEL-30","Homo sapiens","9606","","CVCL_0039","LCL-1257","CLO_0009045",""
"CHEMBL3308817","SNU-387","1416","SNU-387","Homo sapiens","9606","","CVCL_0250","LCL-1933","CLO_0009097","EFO_0002346"
"CHEMBL3308129","SW1417","1417","SW1417","Homo sapiens","9606","","CVCL_1717","LCL-1185","CLO_0009211","EFO_0002361"
"CHEMBL3308130","SW626","1418","SW626","Homo sapiens","9606","","CVCL_1725","LCL-1529","CLO_0009222",""
"CHEMBL3308131","SW948","1419","SW948","Homo sapiens","9606","","CVCL_0632","LCL-1187","CLO_0009226","EFO_0002375"
"CHEMBL3308132","CAL-12T","1422","CAL-12T","Homo sapiens","9606","","CVCL_1105","LCL-1603","CLO_0002180",""
"CHEMBL3308133","CoCM-1","1423","CoCM-1","Homo sapiens","9606","","CVCL_1127","LCL-1196","",""
"CHEMBL3308134","EFO-27","1424","EFO-27","Homo sapiens","9606","","CVCL_1192","LCL-1521","CLO_0002893",""
"CHEMBL3308135","HCC1806","1425","HCC1806","Homo sapiens","9606","","CVCL_1258","LCL-1960","CLO_0003644","EFO_0005373"
"CHEMBL3308818","HuO-3N1","1426","HuO-3N1","Homo sapiens","9606","","CVCL_1297","LCL-1422","",""
"CHEMBL3308136","LU-135","1427","LU-135","Homo sapiens","9606","","CVCL_1389","LCL-1809","","EFO_0002828"
"CHEMBL3308137","MOG-G-UVW","1428","MOG-G-UVW","Homo sapiens","9606","","CVCL_2614","LCL-1397","CLO_0007818",""
"CHEMBL3308138","NCI-H1993","1429","NCI-H1993","Homo sapiens","9606","","CVCL_1512","LCL-1646","CLO_0008036","EFO_0002272"
"CHEMBL3308139","NCI-H661","1430","NCI-H661","Homo sapiens","9606","","CVCL_1577","LCL-1785","CLO_0008103","EFO_0002299"
"CHEMBL3308140","PLC-PRF-5","1431","PLC-PRF-5","Homo sapiens","9606","","CVCL_0485","","CLO_0008459",""
"CHEMBL3308141","SK-NEP-1","1432","SK-NEP-1","Homo sapiens","9606","","CVCL_0631","LCL-1802","CLO_0009055","EFO_0002337"
"CHEMBL3308819","SW900","1433","SW900","Homo sapiens","9606","","CVCL_1731","LCL-1593","CLO_0009202","EFO_0002374"
"CHEMBL3308866","DB","1434","DB","Homo sapiens","9606","","CVCL_1168","LCL-1119","CLO_0002709","EFO_0002158"
"CHEMBL3308142","HH","1435","HH","Homo sapiens","9606","","CVCL_1280","LCL-1141","CLO_0003744","EFO_0002194"
"CHEMBL3308143","HT","1436","HT","Homo sapiens","9606","","CVCL_1290","LCL-1949","CLO_0004265","EFO_0002200"
"CHEMBL3308144","K5","1437","K5","Homo sapiens","9606","","CVCL_1322","LCL-1692","",""
"CHEMBL3308515","RL","1438","RL","Homo sapiens","9606","","CVCL_1660","LCL-1133","CLO_0008828","EFO_0002319"
"CHEMBL3308145","TT","1439","TT","Homo sapiens","9606","","CVCL_1774","LCL-1690","CLO_0009421","EFO_0002382"
"CHEMBL3308146","YT","1440","YT","Homo sapiens","9606","","CVCL_1797","LCL-1913","CLO_0009718",""
"CHEMBL3308147","697","1441","697","Homo sapiens","9606","","CVCL_0079","LCL-1042","CLO_0001008",""
"CHEMBL3308148","ACN","1442","ACN","Homo sapiens","9606","","CVCL_1068","LCL-1982","CLO_0001655",""
"CHEMBL3308149","CMK","1443","CMK","Homo sapiens","9606","","CVCL_0216","LCL-1051","CLO_0002526","EFO_0003037"
"CHEMBL3308516","DEL","1444","DEL","Homo sapiens","9606","","CVCL_1170","","CLO_0002742",""
"CHEMBL3308867","EB2","1445","EB2","Homo sapiens","9606","","CVCL_1186","LCL-2031","CLO_0002873","EFO_0002173"
"CHEMBL3308820","ES1","1446","ES1","Homo sapiens","9606","","CVCL_1198","LCL-1439","",""
"CHEMBL3308150","ES3","1447","ES3","Homo sapiens","9606","","CVCL_1199","LCL-1440","",""
"CHEMBL3308151","ES4","1448","ES4","Homo sapiens","9606","","CVCL_1200","LCL-1441","",""
"CHEMBL3308517","ES5","1449","ES5","Homo sapiens","9606","","CVCL_1201","LCL-1442","",""
"CHEMBL3308152","ES6","1450","ES6","Homo sapiens","9606","","CVCL_1202","LCL-1443","",""
"CHEMBL3308821","ES7","1451","ES7","Homo sapiens","9606","","CVCL_1203","LCL-1444","",""
"CHEMBL3308153","ES8","1452","ES8","Homo sapiens","9606","","CVCL_1204","LCL-1445","",""
"CHEMBL3308154","GAK","1453","GAK","Homo sapiens","9606","","CVCL_1225","LCL-1272","",""
"CHEMBL3308155","KGN","1454","KGN","Homo sapiens","9606","","CVCL_0375","LCL-1297","",""
"CHEMBL3308518","KLE","1455","KLE","Homo sapiens","9606","","CVCL_1329","LCL-1505","CLO_0007104","EFO_0002220"
"CHEMBL3308822","NB1","1456","NB1","Homo sapiens","9606","","CVCL_8812","LCL-1977","",""
"CHEMBL3308156","NB5","1457","NB5","Homo sapiens","9606","","CVCL_8822","LCL-1995","",""
"CHEMBL3308157","NB6","1458","NB6","Homo sapiens","9606","","CVCL_8823","LCL-1996","",""
"CHEMBL3308158","NB7","1459","NB7","Homo sapiens","9606","","CVCL_8824","LCL-1997","",""
"CHEMBL3308823","REH","1460","REH","Homo sapiens","9606","","CVCL_1650","LCL-1039","",""
"CHEMBL3308519","TUR","1461","TUR","Homo sapiens","9606","","CVCL_1775","LCL-2063","CLO_0009447",""
"CHEMBL3308159","A388","1462","A388","Homo sapiens","9606","","CVCL_1063","LCL-1342","CLO_0001584",""
"CHEMBL3308890","BC-3","1463","BC-3","Homo sapiens","9606","","CVCL_1080","LCL-1948","CLO_0001891","EFO_0002046"
"CHEMBL3308160","BOKU","1464","BOKU","Homo sapiens","9606","","CVCL_1089","LCL-1545","",""
"CHEMBL3308863","CESS","1465","CESS","Homo sapiens","9606","","CVCL_0209","LCL-1050","CLO_0002360","EFO_0002130"
"CHEMBL3308161","CW-2","1466","CW-2","Homo sapiens","9606","","CVCL_1151","LCL-1190","",""
"CHEMBL3308520","DSH1","1467","DSH1","Homo sapiens","9606","","CVCL_1182","LCL-1706","",""
